,title_length,altmetric,num_times_cited,abstract_length,page_length,fig_count,ref_cnt,mean_author_citations,mean_h_index,mean_i10_index,num_authors,top20,top50,top100,other,num_insitutions,year
0,8,395,10,152,5,15,59,,,,3,0,0,0,1,2,2018
0,10,166,23,154,4,16,27,,,,21,0,1,1,1,5,2018
0,10,524,54,133,5,16,30,,,,0,1,1,1,1,29,2018
0,8,100,8,149,5,16,59,,,,5,0,0,0,1,2,2018
0,8,324,43,140,5,14,50,,,,36,1,1,1,1,18,2018
0,9,515,22,209,5,13,90,,,,129,1,1,1,1,117,2018
0,9,123,11,208,5,15,59,,,,12,0,0,0,1,5,2018
0,10,282,30,167,5,10,40,,,,17,0,0,0,1,9,2018
0,10,75,2,148,4,15,64,,,,8,0,0,0,1,2,2018
0,8,145,21,152,6,15,45,,,,24,0,0,0,1,13,2018
0,9,462,29,136,5,11,31,,,,25,0,0,0,1,10,2018
0,9,647,39,152,5,15,49,,,,10,0,1,1,1,3,2018
0,7,457,19,195,6,16,56,,,,18,0,1,1,1,6,2018
0,12,113,12,160,6,14,68,,,,62,0,1,1,1,36,2018
0,12,93,18,149,5,14,65,,,,15,0,1,1,1,9,2018
0,10,332,15,173,6,16,46,,,,27,0,1,1,1,17,2018
0,10,56,28,147,5,14,34,,,,13,0,0,0,1,6,2018
0,10,275,24,154,5,15,37,,,,16,0,0,0,1,2,2018
0,9,72,7,156,4,14,55,,,,8,0,0,0,1,2,2018
0,10,145,11,132,4,11,46,,,,17,1,1,1,1,14,2018
0,9,621,17,160,5,15,53,,,,7,1,1,1,1,2,2018
0,9,81,6,188,6,13,48,,,,39,0,0,0,1,14,2018
0,9,161,8,126,5,17,48,,,,19,1,1,1,1,12,2018
0,9,163,8,122,5,16,62,,,,13,1,1,1,1,8,2018
0,9,227,6,160,6,8,47,,,,19,0,0,0,1,7,2018
0,9,233,16,168,5,15,59,,,,7,1,1,1,1,7,2018
0,7,90,15,152,5,15,77,,,,4,0,0,0,1,3,2018
0,7,81,24,156,5,16,107,,,,7,0,0,0,1,3,2018
0,7,158,12,178,5,15,49,,,,12,0,0,0,1,4,2018
0,8,234,29,157,5,14,65,,,,7,0,0,0,1,2,2018
0,10,242,7,181,5,14,62,,,,19,0,0,1,1,12,2018
0,10,423,54,206,5,15,62,,,,30,0,0,1,1,6,2018
0,12,153,10,150,5,16,50,,,,8,1,1,1,1,4,2018
0,5,527,24,130,4,11,50,,,,17,0,0,0,1,8,2018
0,8,782,61,166,5,16,77,,,,29,1,1,1,1,19,2018
0,8,350,41,209,7,5,123,,,,5,0,0,0,1,3,2018
0,10,449,52,201,6,12,65,,,,23,0,1,1,1,9,2018
0,8,80,23,196,5,6,36,,,,10,0,0,0,1,3,2018
0,8,119,53,135,5,15,33,,,,14,0,0,1,1,10,2018
0,10,110,16,105,5,7,34,,,,32,0,0,0,1,8,2018
0,11,347,14,233,5,14,33,,,,13,1,1,1,1,5,2018
0,9,186,30,177,6,14,54,,,,12,0,1,1,1,5,2018
0,8,165,19,153,5,12,92,,,,20,0,1,1,1,8,2018
0,9,33,22,134,4,13,79,,,,11,1,1,1,1,4,2018
0,8,40,24,144,4,13,50,,,,9,1,1,1,1,5,2018
0,7,30,23,148,4,14,51,,,,4,0,0,1,1,2,2018
0,10,150,18,163,5,12,54,,,,4,0,0,0,1,2,2018
0,9,223,16,144,5,15,69,,,,11,1,1,1,1,13,2018
0,11,82,4,162,5,14,66,,,,8,0,1,1,1,5,2018
0,10,106,9,162,6,15,44,,,,20,1,1,1,1,11,2018
0,8,120,15,136,5,16,46,,,,4,0,0,0,1,3,2018
0,8,254,48,144,5,16,79,,,,6,1,1,1,1,1,2018
0,9,183,21,162,6,14,43,,,,27,0,0,0,1,9,2018
0,11,56,47,146,4,14,55,,,,16,0,0,0,1,5,2018
0,9,34,34,154,5,16,42,,,,8,0,0,0,1,5,2018
0,9,311,35,139,6,13,77,,,,11,0,0,1,1,1,2018
0,13,313,22,174,4,6,56,,,,26,1,1,1,1,23,2018
0,10,45,16,159,4,15,74,,,,7,1,1,1,1,6,2018
0,8,201,29,154,6,17,27,,,,36,0,0,0,1,20,2018
0,12,302,14,165,6,12,81,,,,6,0,1,1,1,7,2018
0,8,136,4,163,5,12,35,,,,6,0,1,1,1,7,2018
0,11,124,36,147,5,14,68,,,,21,1,1,1,1,11,2018
0,8,123,60,145,5,13,67,,,,17,1,1,1,1,11,2018
0,7,413,36,163,6,15,68,,,,33,0,1,1,1,19,2018
0,7,149,62,211,7,16,44,,,,14,0,0,0,1,3,2018
0,9,429,26,161,5,7,97,,,,42,0,0,0,1,30,2018
0,9,61,13,145,4,13,37,,,,4,0,0,0,1,1,2018
0,6,32,35,185,5,11,46,,,,6,0,1,1,1,2,2018
0,9,104,4,163,4,13,67,,,,13,0,0,0,1,9,2018
0,9,121,22,154,7,4,50,,,,12,1,1,1,1,8,2018
0,9,119,15,136,5,14,58,,,,6,0,0,0,1,2,2018
0,9,43,15,156,6,14,51,,,,2,0,0,0,1,4,2018
0,10,61,9,165,4,12,60,,,,23,0,0,0,1,6,2018
0,10,149,3,229,5,15,51,,,,13,1,1,1,1,13,2018
0,10,101,26,146,5,16,67,,,,5,0,0,0,1,2,2018
0,8,54,17,159,4,14,39,,,,6,0,0,1,1,3,2018
0,11,65,13,171,5,17,65,,,,9,0,0,1,1,4,2018
0,10,423,44,151,6,14,67,,,,22,1,1,1,1,8,2018
0,6,138,16,171,5,15,50,,,,12,1,1,1,1,7,2018
0,9,375,26,181,5,14,40,,,,77,1,1,1,1,50,2018
0,7,89,4,147,4,11,33,,,,3,0,0,0,1,2,2018
0,10,47,20,136,5,13,50,,,,32,0,0,0,1,8,2018
0,6,67,29,155,5,14,54,,,,8,1,1,1,1,8,2018
0,9,475,31,166,5,16,50,,,,11,1,1,1,1,4,2018
0,9,225,12,159,6,16,36,,,,3,0,0,0,1,4,2018
0,10,54,27,143,4,4,25,,,,3,1,1,1,1,1,2018
0,8,46,31,167,5,13,33,,,,5,0,0,0,1,3,2018
0,10,425,87,126,6,5,79,,,,72,1,1,1,1,16,2018
0,7,614,22,157,5,13,76,,,,7,1,1,1,1,5,2018
0,9,88,21,146,4,9,51,,,,9,0,0,0,1,5,2018
0,9,121,85,142,5,15,45,,,,25,0,0,0,1,11,2018
0,10,213,25,157,4,14,48,,,,7,0,0,0,1,7,2018
0,10,48,30,139,4,14,51,,,,21,0,0,0,1,10,2018
0,9,467,86,151,6,7,30,,,,31,0,0,1,1,20,2018
0,10,288,90,137,6,13,51,,,,24,0,0,0,1,11,2018
0,7,328,72,167,5,6,72,,,,21,0,0,0,1,5,2018
0,9,139,51,180,5,14,60,,,,20,1,1,1,1,10,2018
0,6,276,30,158,5,13,64,,,,11,0,1,1,1,5,2018
0,11,97,82,147,5,16,60,,,,13,1,1,1,1,8,2018
0,9,1659,64,180,5,15,62,,,,5,0,0,0,1,6,2018
0,11,65,12,254,5,14,50,,,,5,0,0,0,1,3,2018
0,9,25,17,160,4,11,33,,,,4,0,0,0,1,2,2018
0,7,599,83,153,5,11,37,,,,12,0,0,0,1,7,2018
0,7,81,14,140,4,12,43,,,,5,0,0,0,1,5,2018
0,8,275,28,27,5,10,42,,,,7,1,1,1,1,6,2018
0,10,554,111,36,6,5,62,,,,3,0,0,0,1,4,2018
0,9,97,11,28,5,5,39,,,,11,1,1,1,1,6,2018
0,9,234,34,30,5,8,49,,,,11,0,0,0,1,7,2018
0,7,42,31,22,5,5,41,,,,4,0,1,1,1,1,2018
0,9,1707,171,28,5,6,63,,,,13,0,0,0,1,6,2018
0,8,482,155,29,5,10,42,,,,143,0,1,1,1,118,2018
0,10,193,28,35,5,7,48,,,,25,0,0,0,1,7,2018
0,10,209,52,33,7,8,134,,,,32,0,1,1,1,11,2018
0,4,31,12,29,6,10,48,,,,13,0,1,1,1,6,2018
0,6,374,394,27,7,7,60,,,,7,1,1,1,1,4,2018
0,6,168,38,20,5,6,41,,,,10,0,1,1,1,7,2018
0,8,313,88,24,6,10,96,,,,200,0,0,0,1,100,2018
0,10,284,20,30,6,7,44,,,,41,0,1,1,1,8,2018
0,10,938,202,36,5,8,58,,,,29,0,0,0,1,12,2018
0,11,196,206,26,6,6,40,,,,11,1,1,1,1,3,2018
0,6,467,15,28,5,6,42,,,,10,1,1,1,1,6,2018
0,8,138,9,29,5,10,29,,,,26,0,1,1,1,3,2018
0,6,439,53,33,6,4,58,,,,117,1,1,1,1,82,2018
0,7,324,87,31,5,5,70,,,,13,0,0,0,1,5,2018
0,8,57,34,31,6,6,68,,,,10,0,0,0,1,5,2018
0,10,685,64,50,6,9,55,,,,144,0,0,1,1,107,2018
0,11,145,50,21,4,7,32,,,,14,0,0,1,1,5,2018
0,12,305,110,31,5,10,65,,,,18,0,0,0,1,10,2018
0,11,424,80,26,5,10,58,,,,7,0,0,1,1,2,2018
0,6,190,50,22,4,4,59,,,,7,1,1,1,1,3,2018
0,8,14,22,32,5,7,63,,,,4,1,1,1,1,3,2018
0,8,863,46,19,5,4,48,,,,18,1,1,1,1,10,2018
0,10,120,34,30,4,9,54,,,,7,0,0,0,1,4,2018
0,10,272,82,37,5,8,49,,,,47,1,1,1,1,12,2018
0,9,145,25,21,6,7,52,,,,9,1,1,1,1,5,2018
0,12,268,32,27,5,4,35,,,,13,0,0,0,1,5,2018
0,11,1179,76,41,5,8,39,,,,19,1,1,1,1,12,2018
0,11,258,19,29,5,5,61,,,,14,0,0,0,1,3,2018
0,9,148,29,17,6,8,63,,,,50,0,0,0,1,15,2018
0,8,26,39,42,5,4,47,,,,13,0,0,0,1,5,2018
0,8,67,18,31,5,5,54,,,,5,0,0,1,1,3,2018
0,9,104,20,26,5,6,63,,,,5,0,0,0,1,1,2018
0,10,188,61,27,5,7,52,,,,10,0,0,1,1,4,2018
0,8,175,20,29,5,9,56,,,,5,0,0,0,1,1,2018
0,9,374,100,21,5,10,57,,,,33,0,0,0,1,13,2018
0,9,146,40,29,5,4,40,,,,9,0,0,0,1,3,2018
0,9,34,9,19,5,7,40,,,,2,0,0,0,1,1,2018
0,8,1175,55,44,3,6,35,,,,8,0,1,1,1,4,2018
0,10,1984,45,29,6,10,46,,,,12,0,0,0,1,3,2018
0,9,440,24,33,5,7,64,,,,5,0,0,0,1,6,2018
