,title_length,altmetric,num_times_cited,abstract_length,page_length,fig_count,ref_cnt,mean_author_citations,mean_h_index,mean_i10_index,num_authors,top20,top50,top100,other,num_insitutions,year
0,12,74,596,63,5,10,36,,,,30,0,0,0,1,13,2010
0,11,64,2086,77,6,6,20,,,,209,1,1,1,1,117,2010
0,10,91,574,63,6,7,61,,,,33,1,1,1,1,12,2010
0,11,41,339,78,5,7,49,,,,25,0,0,0,1,5,2010
0,10,3,118,61,5,5,27,,,,7,0,1,1,1,2,2010
0,7,299,537,23,5,5,35,,,,3,0,0,0,1,2,2010
0,9,9,256,69,5,9,38,,,,2,0,0,0,1,2,2010
0,9,20,481,74,5,6,46,,,,12,1,1,1,1,3,2010
0,7,66,1302,75,5,7,54,5375.0,40.0,90.0,28,0,0,0,1,7,2010
0,11,91,542,85,4,10,49,6157.5,27.0,30.5,7,0,0,0,1,4,2010
0,9,1,254,72,4,5,44,5971.0,31.5,110.0,5,0,0,0,1,3,2010
0,8,6,267,64,5,7,54,,,,4,0,0,0,1,1,2010
0,8,13,236,83,5,5,59,,,,10,1,1,1,1,4,2010
0,10,13,257,73,5,6,38,1211.0,11.0,13.0,8,0,1,1,1,2,2010
0,8,35,502,76,5,9,51,69233.5,85.5,624.5,23,1,1,1,1,8,2010
0,12,0,100,80,4,5,31,5961.33,23.33,136.0,6,0,0,0,1,2,2010
0,8,3,200,80,4,6,58,7820.5,44.0,110.5,10,0,0,0,1,5,2010
0,11,63,1256,71,5,6,52,10950.0,33.5,44.5,6,1,1,1,1,3,2010
0,7,0,204,52,5,6,44,4320.0,35.0,71.0,3,0,1,1,1,2,2010
0,10,8,228,66,4,10,37,,,,7,1,1,1,1,4,2010
0,7,40,851,70,8,8,38,8774.0,21.0,28.0,4,0,0,0,1,2,2010
0,11,4,112,55,5,10,44,,,,11,0,1,1,1,3,2010
0,9,3,183,51,4,10,48,15409.0,39.0,61.0,6,0,0,1,1,2,2010
0,9,2,113,80,6,6,46,,,,5,1,1,1,1,6,2010
0,10,0,182,79,6,6,44,63539.0,134.0,443.0,9,0,0,0,1,9,2010
0,6,16,394,81,4,4,59,1208.0,5.0,5.0,3,0,0,0,1,1,2010
0,5,52,358,54,4,8,27,2203.0,22.0,30.0,35,1,1,1,1,14,2010
0,9,71,563,62,5,4,37,1298.0,15.0,27.0,14,0,0,0,1,6,2010
0,9,7,490,65,5,6,57,,,,3,0,0,0,1,1,2010
0,9,4,167,69,5,8,49,,,,6,0,0,0,1,6,2010
0,4,47,452,64,6,9,49,,,,8,0,0,0,1,3,2010
0,12,19,706,69,5,4,46,,,,4,0,0,0,1,1,2010
0,10,26,261,90,5,9,39,25311.0,83.0,158.0,4,0,0,0,1,1,2010
0,8,7,154,74,5,5,54,,,,5,1,1,1,1,2,2010
0,9,21,574,76,5,5,52,,,,4,1,1,1,1,4,2010
0,14,36,544,74,6,7,50,,,,9,0,0,0,1,6,2010
0,9,2,185,69,5,10,45,,,,2,0,0,0,1,1,2010
0,10,4,421,81,5,10,37,,,,15,1,1,1,1,7,2010
0,10,35,805,76,6,7,30,,,,69,0,0,0,1,9,2010
0,10,19,238,69,5,9,28,,,,6,0,0,0,1,4,2010
0,8,1,100,72,5,10,52,,,,2,0,0,0,1,1,2010
0,6,46,1156,79,5,8,40,,,,16,0,0,0,1,8,2010
0,9,0,398,76,4,4,47,,,,5,0,0,0,1,2,2010
0,11,5,116,58,5,8,44,,,,4,1,1,1,1,1,2010
0,11,37,599,67,5,10,49,,,,7,0,0,0,1,2,2010
0,13,35,512,64,6,7,22,,,,27,0,0,0,1,11,2010
0,16,38,524,80,7,8,33,,,,218,0,0,1,1,66,2010
0,9,27,170,71,4,8,39,,,,26,0,0,0,1,5,2010
0,11,12,478,79,6,5,45,,,,26,0,0,0,1,10,2010
0,7,19,693,55,5,5,45,,,,23,0,0,0,1,9,2010
0,9,2,283,64,4,4,43,,,,4,0,0,0,1,2,2010
0,10,11,177,82,5,6,51,,,,12,0,0,0,1,2,2010
0,8,32,591,61,5,7,39,,,,16,0,0,0,1,11,2010
0,9,20,355,71,5,7,52,,,,2,0,0,0,1,1,2010
0,8,29,704,79,6,4,35,,,,63,1,1,1,1,25,2010
0,8,14,259,78,5,9,42,10980.0,48.0,73.0,13,0,0,0,1,5,2010
0,10,132,1130,85,6,10,34,,,,13,1,1,1,1,1,2010
0,7,86,191,74,5,5,46,,,,10,1,1,1,1,5,2010
0,9,102,107,69,5,7,38,,,,9,0,0,0,1,4,2010
0,10,325,4295,56,6,9,43,,,,90,0,0,0,1,23,2010
0,8,4,251,56,6,9,43,,,,14,0,0,0,1,4,2010
0,6,9,326,55,5,4,49,12386.0,29.0,38.0,8,1,1,1,1,9,2010
0,11,1,104,73,6,6,32,,,,5,0,0,0,1,2,2010
0,7,46,363,65,5,8,48,,,,4,1,1,1,1,3,2010
0,9,10,430,78,5,8,40,,,,22,0,0,0,1,3,2010
0,9,33,1758,75,6,9,45,,,,62,0,0,0,1,23,2010
0,10,6,691,33,5,10,50,,,,12,0,0,0,1,10,2010
0,9,7,94,55,4,4,58,36749.0,69.0,110.0,6,0,1,1,1,4,2010
0,11,19,536,81,7,8,35,,,,4,0,0,0,1,4,2010
0,10,32,991,60,5,5,44,,,,1,1,1,1,1,46,2010
0,11,4,170,66,5,8,42,,,,28,0,0,0,1,11,2010
0,7,25,182,70,5,6,47,,,,8,0,0,0,1,5,2010
0,8,258,413,61,5,10,37,,,,52,0,0,1,1,24,2010
0,11,14,160,77,4,7,23,,,,6,0,0,0,1,1,2010
0,11,20,174,77,4,9,34,,,,11,0,0,0,1,4,2010
0,8,35,258,67,5,8,43,,,,5,0,0,0,1,2,2010
0,9,24,424,52,4,7,48,,,,5,0,0,0,1,2,2010
0,11,44,92,53,5,10,37,,,,4,1,1,1,1,1,2010
0,10,9,123,64,5,9,43,,,,6,0,0,0,1,2,2010
0,10,245,1679,56,6,9,37,,,,6,0,0,0,1,4,2010
0,6,52,553,53,4,5,46,,,,4,1,1,1,1,3,2010
0,10,16,104,59,5,6,49,,,,12,0,0,0,1,3,2010
0,6,43,2022,46,5,10,44,,,,45,1,1,1,1,18,2010
0,8,17,324,62,5,10,41,,,,30,1,1,1,1,9,2010
0,10,169,138,76,5,5,44,,,,5,0,0,0,1,4,2010
0,9,1,116,56,6,10,43,,,,9,0,0,1,1,3,2010
0,10,31,456,71,5,10,49,,,,3,0,0,0,1,2,2010
