,title_length,altmetric,num_times_cited,abstract_length,page_length,fig_count,ref_cnt,mean_author_citations,mean_h_index,mean_i10_index,num_authors,top20,top50,top100,other,num_insitutions,year
0,6,186,192,45,3,10,26,,,,9,0,0,0,1,5,2014
0,7,201,22,51,5,10,11,,,,3,1,1,1,1,3,2014
0,9,102,233,55,6,5,34,,,,20,1,1,1,1,16,2014
0,9,58,234,42,6,8,67,,,,7,0,0,0,1,2,2014
0,8,107,173,47,6,5,46,,,,79,0,0,0,1,34,2014
0,7,193,120,69,4,8,44,,,,10,0,0,0,1,8,2014
0,11,109,46,69,5,4,59,,,,23,0,0,0,1,12,2014
0,10,31,59,43,4,4,32,,,,9,0,1,1,1,5,2014
0,6,90,132,43,5,6,65,,,,11,0,1,1,1,6,2014
0,7,198,160,41,4,5,47,,,,4,0,0,0,1,3,2014
0,9,61,381,23,6,5,36,,,,22,1,1,1,1,7,2014
0,11,28,38,20,4,10,61,,,,9,1,1,1,1,7,2014
0,5,377,312,66,6,7,66,,,,80,0,1,1,1,34,2014
0,6,55,107,45,4,9,60,,,,13,0,0,0,1,6,2014
0,7,158,351,60,5,6,81,,,,2,0,0,0,1,1,2014
0,12,105,260,53,5,8,26,,,,94,1,1,1,1,22,2014
0,7,27,259,54,5,10,41,,,,9,0,0,0,1,5,2014
0,10,13,89,26,5,4,49,,,,12,0,0,0,1,5,2014
0,6,325,862,55,5,9,46,,,,22,0,0,0,1,6,2014
0,7,604,934,37,6,9,44,,,,72,0,0,1,1,20,2014
0,9,118,268,26,5,7,43,,,,16,0,0,0,1,5,2014
0,7,100,252,45,5,6,38,,,,8,1,1,1,1,8,2014
0,10,332,288,57,5,5,66,,,,36,0,1,1,1,17,2014
0,9,54,154,16,5,6,49,,,,6,0,0,0,1,5,2014
0,8,61,265,40,4,10,57,,,,7,0,0,0,1,3,2014
0,10,104,96,67,5,6,45,,,,12,0,0,0,1,6,2014
0,9,50,75,29,6,9,33,,,,12,1,1,1,1,5,2014
0,10,166,154,53,5,8,54,,,,5,0,0,0,1,2,2014
0,12,37,91,28,4,5,49,,,,6,0,0,0,1,2,2014
0,8,52,199,42,5,9,57,,,,11,0,0,0,1,4,2014
0,8,166,406,49,4,4,28,,,,9,0,0,0,1,4,2014
0,8,658,423,60,5,4,74,,,,10,0,0,0,1,7,2014
0,8,38,56,77,5,7,67,,,,20,0,0,0,1,8,2014
0,9,282,178,54,5,4,37,,,,14,1,1,1,1,4,2014
0,9,94,67,44,5,7,55,,,,6,1,1,1,1,3,2014
0,7,45,104,46,5,6,44,,,,10,0,0,0,1,9,2014
0,8,295,226,57,5,9,68,,,,30,0,1,1,1,3,2014
0,9,276,173,29,5,8,92,,,,8,0,0,0,1,4,2014
0,12,539,188,42,4,5,48,,,,4,0,0,0,1,3,2014
0,9,127,114,53,5,5,57,,,,28,0,1,1,1,10,2014
0,10,121,203,51,5,8,99,,,,7,0,0,0,1,3,2014
0,6,34,201,25,4,5,48,,,,3,0,0,0,1,1,2014
0,9,17,82,44,5,4,51,,,,4,0,0,1,1,3,2014
0,11,174,212,62,6,4,46,,,,57,0,0,0,1,9,2014
0,7,316,375,43,7,10,61,,,,80,1,1,1,1,14,2014
0,7,503,671,34,7,5,119,,,,34,0,0,0,1,2,2014
0,10,142,186,52,5,8,33,,,,18,0,0,0,1,3,2014
0,11,50,97,43,5,7,51,,,,8,1,1,1,1,2,2014
0,10,75,532,47,5,10,50,,,,10,0,0,0,1,4,2014
0,10,19,125,43,4,8,45,,,,7,0,0,0,1,2,2014
0,11,275,859,39,6,10,72,,,,51,1,1,1,1,16,2014
0,5,253,715,42,8,10,54,,,,262,1,1,1,1,98,2014
0,12,194,435,61,5,8,54,,,,11,0,0,0,1,6,2014
0,9,280,261,39,6,5,62,,,,13,0,0,0,1,3,2014
0,7,153,224,29,6,8,50,,,,41,1,1,1,1,12,2014
0,9,34,87,56,5,5,39,,,,7,0,1,1,1,5,2014
0,12,23,386,52,5,7,51,,,,3,0,0,0,1,2,2014
0,10,56,165,48,5,8,47,,,,4,0,0,0,1,2,2014
0,9,91,379,45,5,5,45,,,,12,0,0,0,1,6,2014
0,7,104,367,35,7,6,81,,,,46,1,1,1,1,19,2014
0,6,273,144,34,4,6,56,,,,2,1,1,1,1,2,2014
0,9,14,111,24,4,9,40,,,,6,0,0,0,1,3,2014
0,12,36,51,47,5,5,29,,,,6,0,0,0,1,3,2014
0,11,22,151,35,4,9,56,,,,2,0,0,0,1,2,2014
0,9,23,60,25,4,10,66,,,,8,0,0,0,1,5,2014
0,8,78,265,47,4,5,28,,,,49,0,0,0,1,13,2014
0,12,80,176,38,6,4,46,,,,11,0,0,0,1,4,2014
0,8,76,258,57,5,10,50,,,,89,0,1,1,1,40,2014
0,9,81,627,48,5,10,51,,,,26,0,0,0,1,9,2014
0,9,160,312,43,5,10,50,,,,12,0,0,0,1,4,2014
0,7,48,76,50,4,7,61,,,,8,1,1,1,1,6,2014
0,7,270,217,38,5,9,38,,,,27,1,1,1,1,12,2014
0,9,382,192,49,4,10,93,,,,50,0,0,1,1,30,2014
0,11,23,293,69,4,6,51,,,,3,0,0,0,1,2,2014
0,10,44,118,46,6,5,49,,,,4,0,0,0,1,2,2014
0,8,4,84,47,5,5,45,,,,3,0,0,0,1,2,2014
0,8,3104,169,53,6,5,41,,,,8,0,0,0,1,7,2014
0,7,170,1231,64,7,10,39,,,,1,1,1,1,1,71,2014
0,8,166,617,54,5,5,48,,,,5,1,1,1,1,6,2014
0,9,77,226,63,5,9,57,,,,5,1,1,1,1,4,2014
0,10,54,97,48,5,8,48,,,,20,1,1,1,1,6,2014
0,11,148,276,52,4,6,66,,,,23,0,0,0,1,9,2014
0,11,233,252,60,5,8,37,,,,4,0,0,0,1,4,2014
0,8,334,726,43,5,4,44,,,,32,0,0,1,1,12,2014
0,10,7,86,14,5,9,64,,,,13,0,0,0,1,5,2014
0,9,312,671,66,5,10,50,,,,32,0,1,1,1,14,2014
0,10,52,402,51,5,8,57,,,,9,0,0,0,1,5,2014
0,6,143,238,35,5,4,46,,,,8,1,1,1,1,2,2014
0,9,582,104,23,5,4,54,,,,8,0,0,0,1,4,2014
0,9,429,336,32,5,10,34,,,,33,0,0,1,1,14,2014
0,11,212,1250,54,6,5,13,,,,10,1,1,1,1,6,2014
0,10,499,305,60,5,4,33,,,,3,0,0,0,1,2,2014
