,title_length,altmetric,num_times_cited,abstract_length,page_length,fig_count,ref_cnt,mean_author_citations,mean_h_index,mean_i10_index,num_authors,top20,top50,top100,other,num_insitutions,year
0,10,61,94,52,5,7,42,,,,4,1.0,1.0,1.0,1,2,2013
0,9,216,204,35,5,9,39,,,,4,1.0,1.0,1.0,1,4,2013
0,8,45,386,48,5,5,56,,,,4,0.0,0.0,0.0,1,1,2013
0,6,50,165,49,5,5,40,,,,3,1.0,1.0,1.0,1,4,2013
0,10,13,277,41,4,6,39,,,,8,1.0,1.0,1.0,1,2,2013
0,11,16,57,31,5,5,57,,,,2,0.0,0.0,0.0,1,2,2013
0,9,21,124,58,5,9,39,,,,3,0.0,0.0,0.0,1,1,2013
0,7,55,81,39,5,8,47,,,,3,0.0,0.0,0.0,1,3,2013
0,8,48,133,65,4,10,49,,,,11,0.0,1.0,1.0,1,6,2013
0,7,82,336,44,5,6,44,,,,24,1.0,1.0,1.0,1,17,2013
0,11,4,119,44,5,10,69,,,,4,0.0,0.0,0.0,1,1,2013
0,9,252,289,46,5,7,47,,,,134,0.0,1.0,1.0,1,38,2013
0,10,12,111,16,4,8,28,,,,5,0.0,0.0,0.0,1,3,2013
