,title_length,altmetric,num_times_cited,abstract_length,page_length,fig_count,ref_cnt,mean_author_citations,mean_h_index,mean_i10_index,num_authors,top20,top50,top100,other,num_insitutions,year
0,9,378,704,36,5,9,50,,,,15,0.0,0.0,0.0,1,6,2015
0,7,47,116,45,5,5,75,,,,7,0.0,0.0,0.0,1,1,2015
0,8,93,92,44,4,5,33,,,,8,0.0,1.0,1.0,1,3,2015
0,9,390,151,32,5,6,34,,,,64,1.0,1.0,1.0,1,16,2015
0,10,139,59,51,5,4,48,,,,17,0.0,0.0,0.0,1,6,2015
0,11,37,78,20,4,10,73,,,,5,0.0,0.0,0.0,1,1,2015
0,6,529,379,37,5,7,44,,,,66,1.0,1.0,1.0,1,44,2015
0,8,86,168,55,5,5,45,,,,6,1.0,1.0,1.0,1,9,2015
0,9,608,42,18,4,7,38,,,,2,0.0,0.0,1.0,1,2,2015
0,9,502,77,39,5,6,58,,,,23,0.0,0.0,0.0,1,12,2015
0,10,725,42,53,5,4,29,,,,9,1.0,1.0,1.0,1,8,2015
0,5,93,302,39,5,6,46,,,,8,0.0,0.0,0.0,1,8,2015
0,7,129,124,43,5,4,48,,,,5,0.0,0.0,0.0,1,1,2015
0,6,192,420,57,5,7,62,,,,83,1.0,1.0,1.0,1,22,2015
0,10,53,118,52,5,10,50,,,,10,0.0,0.0,0.0,1,4,2015
0,10,65,78,40,5,10,60,,,,24,0.0,0.0,0.0,1,8,2015
0,9,1475,273,46,5,6,51,,,,21,0.0,0.0,1.0,1,14,2015
0,9,190,173,60,5,9,47,,,,2,0.0,0.0,0.0,1,1,2015
0,8,126,154,68,5,10,60,,,,3,0.0,0.0,0.0,1,2,2015
0,10,1060,372,52,6,7,102,,,,10,0.0,0.0,0.0,1,4,2015
0,8,326,113,41,5,6,57,,,,27,1.0,1.0,1.0,1,11,2015
0,9,62,270,43,4,4,32,,,,19,0.0,0.0,0.0,1,7,2015
0,10,233,194,44,5,4,42,,,,7,0.0,0.0,0.0,1,1,2015
0,6,64,150,35,5,8,60,,,,4,0.0,0.0,0.0,1,4,2015
0,9,106,121,37,6,10,72,,,,12,0.0,0.0,0.0,1,1,2015
0,8,643,193,61,5,10,56,,,,5,0.0,0.0,1.0,1,7,2015
0,10,102,147,13,5,10,38,,,,9,0.0,0.0,0.0,1,2,2015
0,9,138,250,64,6,7,72,,,,5,1.0,1.0,1.0,1,2,2015
0,7,67,60,41,4,10,57,,,,24,0.0,0.0,0.0,1,14,2015
0,11,58,87,11,5,7,48,,,,23,0.0,0.0,0.0,1,9,2015
0,9,393,662,58,5,9,376,,,,41,0.0,0.0,0.0,1,14,2015
0,11,65,174,41,5,8,35,,,,24,0.0,1.0,1.0,1,12,2015
0,8,217,893,50,5,10,50,,,,13,1.0,1.0,1.0,1,12,2015
0,9,54,135,27,4,10,37,,,,19,0.0,0.0,0.0,1,6,2015
0,8,100,122,64,5,10,47,,,,2,0.0,0.0,0.0,1,1,2015
0,7,169,63,29,5,4,54,,,,23,1.0,1.0,1.0,1,14,2015
0,8,55,284,30,5,8,40,,,,8,0.0,0.0,0.0,1,3,2015
0,9,26,41,56,5,7,42,,,,12,0.0,0.0,0.0,1,6,2015
0,8,791,132,47,5,9,34,,,,19,0.0,1.0,1.0,1,13,2015
0,8,202,469,18,5,4,57,,,,26,1.0,1.0,1.0,1,13,2015
0,9,136,106,31,5,7,75,,,,5,0.0,1.0,1.0,1,3,2015
0,8,117,57,24,5,6,68,,,,3,0.0,0.0,0.0,1,2,2015
0,9,38,177,40,4,5,34,,,,5,0.0,0.0,0.0,1,1,2015
0,8,43,127,50,5,4,60,,,,12,0.0,0.0,0.0,1,5,2015
0,9,87,117,53,5,9,53,,,,5,0.0,0.0,0.0,1,2,2015
0,9,275,768,39,6,9,53,,,,90,1.0,1.0,1.0,1,57,2015
0,7,169,112,24,5,4,50,,,,6,1.0,1.0,1.0,1,5,2015
0,8,56,186,31,5,6,60,,,,18,1.0,1.0,1.0,1,17,2015
0,8,60,135,58,3,9,34,,,,7,0.0,0.0,0.0,1,2,2015
0,7,28,62,39,4,7,60,,,,4,0.0,0.0,0.0,1,1,2015
0,6,860,157,44,5,8,54,,,,18,0.0,0.0,0.0,1,7,2015
0,7,404,1780,62,13,7,119,,,,96,1.0,1.0,1.0,1,100,2015
0,9,57,117,59,5,5,49,,,,8,1.0,1.0,1.0,1,4,2015
0,7,93,486,30,5,4,45,,,,17,1.0,1.0,1.0,1,11,2015
0,7,96,142,72,5,10,49,,,,4,1.0,1.0,1.0,1,6,2015
0,6,97,71,82,5,5,23,,,,4,0.0,0.0,0.0,1,1,2015
0,11,619,305,34,4,6,52,,,,14,1.0,1.0,1.0,1,5,2015
0,12,361,458,51,9,6,92,,,,419,,,,1,300,2015
0,12,586,1321,56,9,5,74,,,,496,,,,1,348,2015
0,11,43,66,37,5,6,54,,,,12,0.0,1.0,1.0,1,6,2015
0,9,44,134,45,4,7,87,,,,12,0.0,0.0,0.0,1,5,2015
0,8,260,128,54,5,4,87,,,,9,0.0,0.0,0.0,1,7,2015
0,9,394,80,47,5,10,43,,,,2,0.0,0.0,0.0,1,2,2015
0,10,226,1054,49,6,8,45,,,,1,1.0,1.0,1.0,1,42,2015
0,9,117,87,53,4,10,63,,,,6,0.0,0.0,0.0,1,2,2015
0,9,523,157,32,5,8,45,,,,9,1.0,1.0,1.0,1,5,2015
0,11,48,129,30,5,5,43,,,,4,1.0,1.0,1.0,1,1,2015
0,10,57,106,27,6,9,66,,,,7,0.0,0.0,0.0,1,3,2015
0,9,36,89,27,3,4,37,,,,7,1.0,1.0,1.0,1,5,2015
0,8,2795,881,40,4,7,50,,,,21,0.0,0.0,0.0,1,7,2015
0,11,247,144,49,4,4,42,,,,32,0.0,1.0,1.0,1,12,2015
