,title_length,altmetric,num_times_cited,abstract_length,page_length,fig_count,ref_cnt,mean_author_citations,mean_h_index,mean_i10_index,num_authors,top20,top50,top100,other,num_insitutions,year
0,8,189,59,36,5,9,47,,,,33,0.0,0.0,0.0,1,12,2016
0,10,31,35,49,5,8,77,,,,3,0.0,0.0,0.0,1,1,2016
0,9,118,62,23,5,7,56,,,,9,1.0,1.0,1.0,1,4,2016
0,11,96,182,30,4,5,60,,,,15,0.0,0.0,0.0,1,5,2016
0,10,919,41,36,4,6,58,,,,34,0.0,0.0,0.0,1,9,2016
0,9,60,55,42,5,6,79,,,,3,0.0,0.0,0.0,1,1,2016
0,7,334,125,32,6,8,55,,,,27,0.0,0.0,0.0,1,11,2016
0,9,56,46,42,5,7,51,,,,3,0.0,0.0,0.0,1,1,2016
0,9,836,176,35,4,9,69,,,,13,0.0,0.0,0.0,1,6,2016
0,9,1012,135,33,5,10,40,,,,16,1.0,1.0,1.0,1,7,2016
0,3,176,39,40,5,4,52,,,,6,0.0,0.0,0.0,1,3,2016
0,9,91,127,39,5,4,54,,,,11,0.0,0.0,0.0,1,5,2016
0,10,753,113,38,7,8,34,,,,20,0.0,0.0,0.0,1,8,2016
0,11,134,71,34,5,7,32,,,,9,0.0,1.0,1.0,1,6,2016
0,5,493,261,33,4,7,28,,,,15,0.0,0.0,0.0,1,7,2016
0,12,150,20,28,4,9,72,,,,15,0.0,0.0,0.0,1,8,2016
0,12,44,39,40,5,7,95,,,,12,0.0,0.0,0.0,1,6,2016
0,11,267,25,22,5,5,44,,,,24,0.0,1.0,1.0,1,6,2016
0,9,343,210,25,5,8,48,,,,16,1.0,1.0,1.0,1,4,2016
0,7,288,33,25,5,9,46,,,,9,0.0,0.0,0.0,1,8,2016
0,8,431,52,36,5,9,44,,,,37,1.0,1.0,1.0,1,14,2016
0,10,37,63,28,5,4,39,,,,19,1.0,1.0,1.0,1,13,2016
0,6,120,31,33,4,4,37,,,,10,0.0,0.0,1.0,1,3,2016
0,8,626,49,20,5,6,50,,,,7,0.0,0.0,0.0,1,5,2016
