,title_length,altmetric,num_times_cited,abstract_length,page_length,fig_count,ref_cnt,mean_author_citations,mean_h_index,mean_i10_index,num_authors,top20,top50,top100,other,num_insitutions,year
0,8,1,102,48,6,7,50,,,,3,0,0,0,1,3,2009
0,10,17,187,56,5,5,54,,,,9,0,0,0,1,3,2009
0,12,13,845,40,4,4,46,,,,35,0,0,0,1,1,2009
0,11,4,397,40,5,9,57,,,,7,0,0,0,1,3,2009
0,10,3,183,67,5,8,50,,,,7,0,0,0,1,1,2009
0,4,29,1536,56,4,10,35,,,,9,0,1,1,1,6,2009
0,10,7,171,77,5,4,52,,,,5,0,0,0,1,1,2009
0,8,63,120,85,5,6,38,,,,6,0,1,1,1,2,2009
0,8,27,169,60,4,9,53,,,,6,0,0,0,1,1,2009
0,10,4,358,42,5,5,45,,,,4,0,0,0,1,1,2009
0,8,14,191,72,6,10,41,,,,7,0,0,0,1,5,2009
0,9,21,268,41,6,10,38,,,,2,0,0,0,1,4,2009
0,11,1,227,50,5,5,59,,,,5,0,0,0,1,3,2009
0,7,13,314,41,5,10,47,,,,9,0,0,0,1,4,2009
0,8,13,270,46,5,7,55,,,,7,0,0,0,1,3,2009
0,6,1,349,46,5,4,38,,,,4,0,0,0,1,2,2009
0,9,4,303,56,5,4,34,,,,6,1,1,1,1,4,2009
0,13,43,681,13,8,7,59,,,,4,0,0,0,1,2,2009
0,7,33,978,77,4,6,53,,,,14,0,0,0,1,3,2009
0,10,25,144,52,4,8,35,,,,5,0,0,0,1,2,2009
0,9,7,73,39,4,5,42,,,,5,0,0,0,1,2,2009
0,9,28,1480,69,5,5,49,,,,45,1,1,1,1,21,2009
0,11,6,115,76,5,7,44,,,,3,1,1,1,1,2,2009
0,8,4,375,47,4,10,48,,,,5,0,0,0,1,3,2009
0,7,6,2027,84,7,7,49,,,,8,0,0,0,1,3,2009
0,7,34,742,42,4,5,36,,,,3,1,1,1,1,1,2009
0,7,0,178,64,4,6,47,,,,7,1,1,1,1,5,2009
0,12,7,199,42,5,10,46,,,,14,0,0,0,1,4,2009
